"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
1380,"1","2026-01-20T04:04:13.193148Z",1961,"/data/local-files/?d=raw_captures/side_view_1/20260119_165639_0022.jpg","[{""x"":3.304728865623474,""y"":7.027554512023926,""width"":94.8390781879425,""height"":92.97244548797607,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":54.36205879232192,""y"":33.27874144406383,""width"":16.88271685994304,""height"":14.213251019367803,""rotation"":19.8322319236957,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",8.164,"2026-01-20T04:04:13.193159Z"
1385,"1","2026-01-20T04:04:26.615381Z",1966,"/data/local-files/?d=raw_captures/side_view_1/20260119_165639_0024.jpg","[{""x"":4.573124647140503,""y"":5.483579635620117,""width"":91.19759798049927,""height"":94.51642036437988,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":57.91064296610262,""y"":35.23083810807084,""width"":20.182926952838876,""height"":15.89658877118511,""rotation"":18.20359675788592,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",7.769,"2026-01-20T04:04:26.615396Z"
1388,"1","2026-01-20T04:04:44.133949Z",1969,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0025.jpg","[{""x"":46.44036591053009,""y"":0.11157393455505371,""width"":35.01496911048889,""height"":70.2256441116333,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":79.8840582370758,""y"":0.1081809401512146,""width"":20.115947723388672,""height"":40.78546166419983,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":90.05390459574957,""y"":6.40540188091536,""width"":1.1444160146476634,""height"":24.89019033674972,""rotation"":19.086661763066786,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",15.234,"2026-01-20T04:04:44.133961Z"
1391,"1","2026-01-20T04:04:58.421219Z",1972,"/data/local-files/?d=raw_captures/side_view_1/20260119_165639_0026.jpg","[{""x"":4.8312366008758545,""y"":6.625658273696899,""width"":94.44137811660767,""height"":93.37434768676758,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":66.30040036786636,""y"":41.57122514918007,""width"":20.224947587217308,""height"":14.892243554427445,""rotation"":21.41482807656587,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",9.847,"2026-01-20T04:04:58.421230Z"
1395,"1","2026-01-20T04:05:18.181952Z",1976,"/data/local-files/?d=raw_captures/side_view_1/20260119_165639_0027.jpg","[{""x"":5.553761124610901,""y"":6.639719009399414,""width"":93.73634457588196,""height"":93.36028099060059,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":72.23877328656862,""y"":45.48216752669597,""width"":22.17899392347037,""height"":17.006798838873927,""rotation"":20.31842657762661,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",8.452,"2026-01-20T04:05:18.181963Z"
1399,"1","2026-01-20T04:05:34.138128Z",1980,"/data/local-files/?d=raw_captures/side_view_1/20260119_165639_0028.jpg","[{""x"":6.030827760696411,""y"":7.448682188987732,""width"":93.3537483215332,""height"":92.5513207912445,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":74.49812886696175,""y"":46.77843472048795,""width"":22.411361959070643,""height"":16.323556890244507,""rotation"":23.768798064841803,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",11.591,"2026-01-20T04:05:34.138140Z"
1403,"1","2026-01-20T04:05:49.574382Z",1984,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0029.jpg","[{""x"":39.901645481586456,""y"":0.33113956451416016,""width"":37.794360518455505,""height"":73.77066016197205,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":74.09122586250305,""y"":0.201416015625,""width"":25.774860382080078,""height"":43.9348429441452,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":87.20273719281498,""y"":5.056321381392114,""width"":1.6733625072852334,""height"":27.24401081712819,""rotation"":18.467242107109143,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",12.152,"2026-01-20T04:05:49.574393Z"
1415,"1","2026-01-20T04:06:36.675130Z",1996,"/data/local-files/?d=raw_captures/top_view/20260119_165639_0033.jpg","[{""x"":24.561938643455505,""y"":59.15987491607666,""width"":44.771748781204224,""height"":40.580010414123535,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":29.963551461696625,""y"":2.766278386116028,""width"":33.877912163734436,""height"":57.51380920410156,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":39.36632126569748,""y"":26.18195917457342,""width"":13.470211625099182,""height"":3.241916373372078,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",28.73,"2026-01-20T04:06:36.675140Z"
1418,"1","2026-01-20T04:07:08.295382Z",1999,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0033.jpg","[{""x"":31.791821122169495,""y"":0.6951570510864258,""width"":40.06081223487854,""height"":77.98636555671692,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":67.11513102054596,""y"":0.3097653388977051,""width"":32.587796449661255,""height"":46.798643469810486,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":83.61481951553685,""y"":4.711938416601289,""width"":1.6283332896652025,""height"":29.852257134779126,""rotation"":19.30782706943603,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",27.467,"2026-01-20T04:07:08.295393Z"
1424,"1","2026-01-20T04:07:33.070246Z",2005,"/data/local-files/?d=raw_captures/top_view/20260119_165639_0036.jpg","[{""x"":28.670932352542877,""y"":2.6591837406158447,""width"":36.512961983680725,""height"":69.85058784484863,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":24.064700305461884,""y"":70.72706520557404,""width"":46.576127409935,""height"":29.193252325057983,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":40.78929533016741,""y"":30.927649851215815,""width"":12.012203985703302,""height"":2.5604163418976253,""rotation"":1.7957657853762043,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",16.493,"2026-01-20T04:07:33.070256Z"
1435,"1","2026-01-20T04:07:55.934435Z",2016,"/data/local-files/?d=raw_captures/side_view_2/20260119_165952_0001.jpg","[{""x"":1.0256201028823853,""y"":0.22596418857574463,""width"":79.2759895324707,""height"":87.74546384811401,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":71.0731589105279,""y"":14.270681891610447,""width"":6.176342637441268,""height"":31.568014621734765,""rotation"":11.98017147902658,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",9.031,"2026-01-20T04:07:55.934446Z"
1439,"1","2026-01-20T04:08:09.527958Z",2020,"/data/local-files/?d=raw_captures/side_view_2/20260119_165952_0002.jpg","[{""x"":0.21282434463500977,""y"":0.24582445621490479,""width"":68.60517859458923,""height"":88.55273127555847,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":57.45288389614211,""y"":17.55678517893972,""width"":8.015950769186016,""height"":35.560169816017236,""rotation"":11.613445150746657,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",8.818,"2026-01-20T04:08:09.527969Z"
1442,"1","2026-01-20T04:08:14.216308Z",2023,"/data/local-files/?d=raw_captures/side_view_1/20260119_170054_0000.jpg","[{""x"":38.258686661720276,""y"":27.76227295398712,""width"":56.696587800979614,""height"":71.96447253227234,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":1.3729959726333618,""y"":2.293655276298523,""width"":49.62390065193176,""height"":70.05015015602112,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":22.12906926870346,""y"":16.206584870815277,""width"":3.6908626556396484,""height"":32.43979513645172,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",2.258,"2026-01-20T04:08:14.216319Z"
1444,"1","2026-01-20T04:08:16.780841Z",2025,"/data/local-files/?d=raw_captures/top_back_view/20260119_170054_0001.jpg","",0.671,"2026-01-20T04:08:16.780851Z"
1445,"1","2026-01-20T04:08:18.542407Z",2026,"/data/local-files/?d=raw_captures/side_view_1/20260119_170054_0001.jpg","[{""x"":38.258686661720276,""y"":27.76227295398712,""width"":56.696587800979614,""height"":71.96447253227234,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":1.3729959726333618,""y"":2.293655276298523,""width"":49.62390065193176,""height"":70.05015015602112,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":22.12906926870346,""y"":16.206584870815277,""width"":3.6908626556396484,""height"":32.43979513645172,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",1.362,"2026-01-20T04:08:18.542421Z"
1446,"1","2026-01-20T04:08:19.944034Z",2027,"/data/local-files/?d=raw_captures/top_view/20260119_170054_0002.jpg","[{""x"":34.94225740432739,""y"":18.192479014396667,""width"":26.182478666305542,""height"":67.3585593700409,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":39.94510993361473,""y"":0,""width"":17.416448891162872,""height"":18.287378549575806,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080}]",0.988,"2026-01-20T04:08:19.944044Z"
1448,"1","2026-01-20T04:08:32.391989Z",2029,"/data/local-files/?d=raw_captures/side_view_1/20260119_170054_0002.jpg","[{""x"":3.0175864696502686,""y"":2.5420159101486206,""width"":63.935786485672,""height"":90.94361662864685,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":61.698685586452484,""y"":41.539666056632996,""width"":38.301315903663635,""height"":58.45934748649597,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":33.16394980348873,""y"":22.713429836078845,""width"":5.273580551147457,""height"":40.69189131259924,""rotation"":3.9988390839073986,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",9.899,"2026-01-20T04:08:32.392000Z"
1451,"1","2026-01-20T04:08:35.970590Z",2032,"/data/local-files/?d=raw_captures/top_view/20260119_170054_0004.jpg","[{""x"":32.20265656709671,""y"":23.439383506774902,""width"":32.06545412540436,""height"":75.51023960113525,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":39.18614014983177,""y"":0,""width"":19.51329857110977,""height"":23.280270397663116,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":53.59893999993801,""y"":15.635140240192413,""width"":1.766408234834671,""height"":8.091539144515991,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",0.896,"2026-01-20T04:08:35.970601Z"
1455,"1","2026-01-20T04:08:55.869715Z",2036,"/data/local-files/?d=raw_captures/side_view_2/20260119_170054_0005.jpg","[{""x"":42.947180569171906,""y"":0.6406158208847046,""width"":38.42626512050629,""height"":75.01068115234375,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":73.40420037508011,""y"":0.21388977766036987,""width"":26.46995484828949,""height"":41.81472659111023,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":88.31317418416958,""y"":5.898457452325704,""width"":1.5190887264907293,""height"":19.8773638236038,""rotation"":18.145283026648144,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",16.956,"2026-01-20T04:08:55.869725Z"
1456,"1","2026-01-20T04:11:21.297315Z",2037,"/data/local-files/?d=raw_captures/top_view/20260119_170054_0006.jpg","[{""x"":31.07391446828842,""y"":26.979318261146545,""width"":34.13750231266022,""height"":73.01436066627502,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":38.32416459918022,""y"":0,""width"":21.273060142993927,""height"":26.52876079082489,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":53.96972894668579,""y"":17.72773340344429,""width"":2.0044326782226562,""height"":9.58191603422165,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",144.385,"2026-01-20T04:11:21.297326Z"
1681,"1","2026-01-20T04:15:15.964805Z",2262,"/data/local-files/?d=raw_captures/side_view_1/20260119_171429_0011.jpg","[{""x"":13.873291015625,""y"":7.816383242607117,""width"":61.77108883857727,""height"":91.19171500205994,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":40.368076852328024,""y"":33.295798894870536,""width"":5.613078922033306,""height"":46.748050954040835,""rotation"":3.581432300767176,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",10.17,"2026-01-20T04:15:15.964815Z"
1690,"1","2026-01-20T04:15:37.502121Z",2271,"/data/local-files/?d=raw_captures/side_view_1/20260119_171429_0014.jpg","[{""x"":13.788846135139465,""y"":9.998980164527893,""width"":72.08241820335388,""height"":89.1186773777008,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":50.09323524865966,""y"":39.49678632039412,""width"":7.352457450558758,""height"":51.607956947475465,""rotation"":7.011950435716642,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",8.047,"2026-01-20T04:15:37.502133Z"
1712,"1","2026-01-20T04:17:04.477436Z",2293,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0022.jpg","[{""x"":34.40591096878052,""y"":8.62703025341034,""width"":29.242265224456787,""height"":40.06803631782532,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":26.274096965789795,""y"":48.5169380903244,""width"":42.896461486816406,""height"":51.48306488990784,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":44.752514734864235,""y"":25.349383521825075,""width"":9.180962294340134,""height"":2.4697622284293175,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":56.65929792448878,""y"":32.6285757124424,""width"":1.9281769171357155,""height"":17.40965098142624,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",3.022,"2026-01-20T04:17:04.477446Z"
1718,"1","2026-01-20T04:17:25.602785Z",2299,"/data/local-files/?d=raw_captures/side_view_2/20260119_171429_0023.jpg","[{""x"":40.41288197040558,""y"":0.7259190082550049,""width"":37.99026608467102,""height"":78.61620783805847,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":70.75447142124176,""y"":0.3302738070487976,""width"":29.2092502117157,""height"":41.403764486312866,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":85.35423257844057,""y"":7.22231173328131,""width"":1.684131659567353,""height"":21.891215145943733,""rotation"":19.405997149208815,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",14.056,"2026-01-20T04:17:25.602795Z"
1719,"1","2026-01-20T04:17:34.453616Z",2300,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0024.jpg","[{""x"":25.903472304344177,""y"":53.01574915647507,""width"":44.05534863471985,""height"":46.975889801979065,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":34.0092271566391,""y"":10.223284363746643,""width"":29.9896240234375,""height"":45.443254709243774,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":44.11831311881542,""y"":27.430868428200483,""width"":9.504524618387222,""height"":2.8073543682694435,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":57.54547557934643,""y"":35.13116593166609,""width"":2.058048173785207,""height"":19.44438406977531,""rotation"":3.56731397202725,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",8.521,"2026-01-20T04:17:34.453629Z"
1726,"1","2026-01-20T04:17:55.101761Z",2307,"/data/local-files/?d=raw_captures/side_view_2/20260119_171429_0025.jpg","[{""x"":32.855115830898285,""y"":0.9297788143157959,""width"":38.82991373538971,""height"":82.97625780105591,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":66.07593297958374,""y"":0.31060129404067993,""width"":33.893585205078125,""height"":43.367624282836914,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":81.7936122069162,""y"":7.2081520622975885,""width"":1.5712548047304105,""height"":23.517941854212285,""rotation"":16.951214281674936,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",12.944,"2026-01-20T04:17:55.101771Z"
1727,"1","2026-01-20T04:18:04.384123Z",2308,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0026.jpg","[{""x"":29.946886003017426,""y"":10.832303762435913,""width"":37.814512848854065,""height"":88.15534114837646,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":42.96392500400543,""y"":36.819347366690636,""width"":12.07742691040039,""height"":3.641713410615921,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":59.42293276733116,""y"":46.734169098578334,""width"":2.42734905332327,""height"":32.177574883963,""rotation"":5.4631627076572045,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",9.008,"2026-01-20T04:18:04.384133Z"
1731,"1","2026-01-20T04:18:18.193326Z",2312,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0027.jpg","[{""x"":27.429263293743134,""y"":14.016416668891907,""width"":43.375661969184875,""height"":85.19626259803772,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":42.18180477619171,""y"":44.694374687969685,""width"":14.435535669326782,""height"":4.212846979498863,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":61.339788740475385,""y"":56.380617656369324,""width"":2.8694216161966204,""height"":33.942020760671745,""rotation"":7.0690758934104565,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",9.587,"2026-01-20T04:18:18.193337Z"
1735,"1","2026-01-20T04:18:30.816367Z",2316,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0028.jpg","[{""x"":25.627130270004272,""y"":14.28476870059967,""width"":46.703046560287476,""height"":84.92595553398132,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":41.977622359991074,""y"":49.64129850268364,""width"":15.509678423404694,""height"":4.70513254404068,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":62.65470571145235,""y"":62.68189202937891,""width"":2.9105568304657923,""height"":36.9446073451351,""rotation"":7.604004109863524,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",8.269,"2026-01-20T04:18:30.816379Z"
1736,"1","2026-01-20T04:18:32.158584Z",2317,"/data/local-files/?d=raw_captures/top_back_view/20260119_171429_0028.jpg","",0.824,"2026-01-20T04:18:32.158595Z"
1738,"1","2026-01-20T04:18:48.578467Z",2319,"/data/local-files/?d=raw_captures/side_view_2/20260119_171429_0028.jpg","[{""x"":13.53043019771576,""y"":1.167336106300354,""width"":37.14179992675781,""height"":90.2150809764862,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":50.71063778890872,""y"":0.6154001108200274,""width"":48.95993173122406,""height"":55.598849058151245,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":67.3683512257254,""y"":7.316596011563887,""width"":2.5530746705710112,""height"":28.691741709376085,""rotation"":14.642518566908961,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",14.609,"2026-01-20T04:18:48.578478Z"
1739,"1","2026-01-20T04:19:00.499957Z",2320,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0029.jpg","[{""x"":24.43375587463379,""y"":14.743086695671082,""width"":50.269728899002075,""height"":84.518963098526,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":41.76134094595909,""y"":55.825877003371716,""width"":16.36173278093338,""height"":4.454362764954567,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":63.452903212443566,""y"":68.75794990303791,""width"":2.7161089703440657,""height"":30.28845068765722,""rotation"":6.763396468528981,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",10.393,"2026-01-20T04:19:00.499968Z"
1751,"1","2026-01-20T04:19:16.710002Z",2332,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0032.jpg","[{""x"":19.805628061294556,""y"":17.970263957977295,""width"":60.22073030471802,""height"":81.52202367782593,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":65.9218069165945,""y"":87.50876970589161,""width"":3.916657716035843,""height"":12.49123439192772,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":41.077543050050735,""y"":71.11193686723709,""width"":19.160495698451996,""height"":5.695614218711853,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",1.253,"2026-01-20T04:19:16.710014Z"
1755,"1","2026-01-20T04:19:21.984605Z",2336,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0033.jpg","[{""x"":17.323055863380432,""y"":18.694627285003662,""width"":65.73192477226257,""height"":81.30537271499634,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":40.819087624549866,""y"":80.84345832467079,""width"":20.510870218276978,""height"":7.153777778148651,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",1.396,"2026-01-20T04:19:21.984617Z"
1759,"1","2026-01-20T04:19:34.209515Z",2340,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0034.jpg","[{""x"":16.566291451454163,""y"":19.100630283355713,""width"":67.5618588924408,""height"":80.89936971664429,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":42.92522668838501,""y"":21.239829435944557,""width"":10.361719131469727,""height"":2.3082606494426727,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":40.02562225475849,""y"":85.79795021961914,""width"":21.989385065885738,""height"":7.320644216691245,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",7.573,"2026-01-20T04:19:34.209526Z"
1763,"1","2026-01-20T04:19:44.672130Z",2344,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0035.jpg","[{""x"":16.329199075698853,""y"":19.400516152381897,""width"":68.2876706123352,""height"":80.5698573589325,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":40.43740849194735,""y"":92.53294289897505,""width"":21.907027818447986,""height"":7.3206442166910595,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",6.761,"2026-01-20T04:19:44.672141Z"
1775,"1","2026-01-20T04:20:01.512304Z",2356,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0038.jpg","[{""x"":15.397053956985474,""y"":31.63888156414032,""width"":69.13252472877502,""height"":68.36112141609192,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":43.01226735115051,""y"":34.589141979813576,""width"":11.614561080932617,""height"":3.2810382544994354,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",1.017,"2026-01-20T04:20:01.512315Z"
1779,"1","2026-01-20T04:20:06.737090Z",2360,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0039.jpg","[{""x"":15.129509568214417,""y"":35.36171019077301,""width"":69.39716339111328,""height"":64.63828682899475,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":42.817097902297974,""y"":39.498910307884216,""width"":11.747074127197266,""height"":3.349846601486206,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",1.296,"2026-01-20T04:20:06.737100Z"
1783,"1","2026-01-20T04:20:11.830536Z",2364,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0040.jpg","[{""x"":14.838695526123047,""y"":50.02964586019516,""width"":68.62419247627258,""height"":49.845173954963684,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":40.73757082223892,""y"":54.88363765180111,""width"":15.73396623134613,""height"":4.335660487413406,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",1.29,"2026-01-20T04:20:11.830546Z"
1787,"1","2026-01-20T04:20:17.425960Z",2368,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0041.jpg","[{""x"":14.830708503723145,""y"":66.3453459739685,""width"":68.32340359687805,""height"":33.654654026031494,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":40.187980234622955,""y"":72.1087159588933,""width"":18.124714493751526,""height"":5.596279725432396,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",1.318,"2026-01-20T04:20:17.425972Z"
1791,"1","2026-01-20T04:20:30.466911Z",2372,"/data/local-files/?d=raw_captures/top_view/20260119_171429_0042.jpg","[{""x"":14.694467186927795,""y"":78.06054204702377,""width"":68.39219331741333,""height"":21.939459443092346,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":37.720431779043565,""y"":85.50351834876425,""width"":22.736348761559245,""height"":7.5149775015007485,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080},{""x"":36.21192127466202,""y"":46.27462923526764,""width"":21.844998002052307,""height"":34.45366024971008,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080}]",7.609,"2026-01-20T04:20:30.466922Z"
1794,"1","2026-01-20T04:20:36.593092Z",2375,"/data/local-files/?d=raw_captures/side_view_2/20260119_171429_0042.jpg","[{""x"":0,""y"":0,""width"":63.988590240478516,""height"":85.48560738563538,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":48.47852736711502,""y"":20.3007772564888,""width"":7.622763514518738,""height"":33.28497111797333,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",3.269,"2026-01-20T04:20:36.593102Z"
1796,"1","2026-01-20T04:20:40.150416Z",2377,"/data/local-files/?d=raw_captures/top_back_view/20260119_171429_0043.jpg","[{""x"":26.305103302001953,""y"":75.52861273288727,""width"":64.02370929718018,""height"":24.471384286880493,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":38.71130496263504,""y"":35.76827645301819,""width"":32.785698771476746,""height"":42.43820905685425,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":50.864095240831375,""y"":84.712153673172,""width"":19.744621217250824,""height"":6.04400634765625,""rotation"":0,""rectanglelabels"":[""code_area""],""original_width"":1920,""original_height"":1080}]",2.086,"2026-01-20T04:20:40.150427Z"
